# ptl3
# underflow	  0.0000000    	  0.0000000    
# overflow	 0.17699048E-02	 0.50321447E-04
# sum	  1.4762031    	 0.13683009E-02
# xmin	xmax	cross	numerror
  0.0000000    	  15.000000    	 0.12605671E-01	 0.15736018E-03
  15.000000    	  30.000000    	 0.36832016    	 0.76956706E-03
  30.000000    	  45.000000    	 0.78445237    	 0.97062455E-03
  45.000000    	  60.000000    	 0.21291471    	 0.45101581E-03
  60.000000    	  75.000000    	 0.54176647E-01	 0.23754824E-03
  75.000000    	  90.000000    	 0.21815954E-01	 0.15752919E-03
  90.000000    	  105.00000    	 0.10448694E-01	 0.11275825E-03
  105.00000    	  120.00000    	 0.54202807E-02	 0.84182580E-04
  120.00000    	  135.00000    	 0.27824096E-02	 0.63295733E-04
  135.00000    	  150.00000    	 0.14962676E-02	 0.46261154E-04
